,Twit,Tag,Num,Nombre
1092,Maldita lluvia 💔 rompí los vidrios de mí ventana y se mojó todo Todito,1,32252,mechi
1093,"Banquen banquen banquen, cuando es la lluvia de estrellas pq yo las veo titilar nomás",0,80392,mechi
1094,"@NatiiRamonda No ensucies mi reputación de esta manera, fue la lluvia la que me pego mal. No se si sos mi amiga o mi enemiga? Jajaja",0,59877,mechi
1095,"Que lindo como llueve
Que lindo como voy a faltar al colegio mañana",1,53487,mechi
1096,Lluvia y la reconcha de tu madre!,1,7259,mechi
1097,"Florencia me dijo que me quiere, si llueve en las próximas 24hs ya saben",0,66165,mechi
1098,"¿Que loco, pinto en mi ventana un rayo de sol?,
la oscura noche de repente, ya se destiñó""...

https://t.co/4n8hcbTCHh",0,41351,mechi
1099,"@PatriciaG9dj Contá porque, al menos yo no sé. Lluvias también en tus pagos y más lugares?",0,26171,mechi
1100,Pobre la gente que después de meses le van a pagar y mandan mal el CBU. Si creo que merezco que me caiga un rayo,0,48145,mechi
1101,con esta lluvia o sin esta lluvia esta para dormir de a ✌,1,84046,mechi
1102,"Con esta lluvia,quiero chocolates 🤦",1,24617,mechi
1103,@MarinaMinin3 Tranquila que por más que esté inundado voy.  Quiero ser como vos cuando viniste y llovía más de lo normal jeje el toallon,0,49990,mechi
1104,"El tiempo #en Santa Fe:
Barrio Constituyentes
T: 22.4°C
H: 56%
ST: 22.4°C
P: 1013.3hPa
Lluvia hoy: 0.0mm.",0,62008,mechi
1105,La tormenta me cago el sol  😑 encima ni llueve,1,40425,mechi
1106,00:00 que me cague partiendo un rayo,0,53471,mechi
1107,No quiero esa lluvia que dura como 20 días 😒😠,0,96370,mechi
1108,"Lo que me costó levantarme mabel, encima llueve",1,52153,mechi
1109,"Datos actuales en #SantaFe
Barrio Candioti Norte:
T: 22.2°C
H: 62%
ST: 22.2°C
P: 1013.3hpa
Lluvia hoy: 0.0mm",0,1768,mechi
1110,lluvia mi amor😍,1,33429,mechi
1111,Lo hermoso que es jugar bajo la lluvia 😍⚽,1,54973,mechi
1112,"Hoy, plena tormenta, salgo del trabajo un toque y me cruzó con mi viejo qué me pregunta :¿Vos no deberías estar en el trabajo?, a lo que le contesto : Si. Pero es la hora de la merienda, voy a la panadería 😂💁‍♀️ Alma de gorda forever.",1,57449,mechi
1113,"#LaRadioDelTiempo informa: Hoy tendremos condiciones desmejorando con nubosidad en aumento y 30% de probabilidades de lluvias y algunas tormentas aisladas hacia la tarde o la noche. Temp mín de 25°, máx de 38° con elevada sensación térmica y vientos leves a moderados del norte. https://t.co/9mwwB5gMzM",1,95690,mechi
1114,"@TomyBarrient0s @meteoro_mdz @SMN_Argentina @RELAMPAGO2018 Hola @TomyBarrient0s , nos ayudarías completando el formulario https://t.co/AQS8JQJKJn, indicando hora, duración e intensidad de lluvia? Muchas gracias y un saludo de @RelampagoEdu",0,59353,mechi
1115,Dios para la lluvia por favoooor,1,8966,mechi
1116,"Como pueden aguantar tanto acostadas tanto en el rayo del sol por un color de un ratito que después se va🙈🙈 yo por lo único que me bronceo es estando en la pileta,pero estar acostada una hora en el rayo del sol? no gracias",0,10464,mechi
1117,Abrazame hasta que la gente deje d subir historias del tiempo cada vez que llueve.,0,45300,mechi
1118,"Alguien, algo que fui, que conocí y que tuvo la expresión de vivir así, si,
Alguien que corrió sin moverse, esperando la lluvia caminar, correr y volver volar, con alguien otra vez https://t.co/Hhc7ohk35E",0,23201,mechi
1119,Mmmmmmmmm me voy a mi casa o no? Seguro voy y llueve todo el fin de semana 🙄,0,44339,mechi
1120,Esta pa dormir de a dos con esta lluvia chee,1,60954,mechi
1121,"1h Agvnet CDU: Temp. 20.6 °C, Hum. 68 %, Bar. 1007.7 hPa, Lluvia 0 mm, Viento 6.1 km/h NE #Weathercloud",0,82642,mechi
1122,EL LITORAL: Videos: el granizo en Santa Fe y Santo Tomé  https://t.co/G8OxkY8cR4 vía @ellitoral,1,81977,mechi
1123,"18h ClimaRafaela: Temp. 24.2 °C, Hum. 91 %, Bar. 989.6 mbar, Lluvia 79 mm, Viento 1.4 km/h S #Weathercloud",0,19789,mechi
1124,Ahí hago un ritual para que pare la lluvia y sean felices,0,57314,mechi
1125,Y volviendo al tema del campo; hace 3 décadas las tormentas tardaban hasta 4 días en formarse y era HERMOSO ver ese paisaje en el cielo que se acercaba lentamente** ❤,0,61963,mechi
1126,@AmayaPancho Boludin si ahora las bocas de tormenta las taparon los kirchneristas y peronistas...ustedes sin cerebro son sucios . vagos y parásitos,0,103807,mechi
1127,Que cosa linda la lluvia,1,57358,mechi
1128,Me decepcionaste lluvia,0,39999,mechi
1129,Nada mejor que dormir con la lluvia así..  😍,1,56603,mechi
1130,Mirá las zonas más afectadas. ¿Cómo está la situación en tu barrio? 💡🔦 https://t.co/k00uK7IRLd,0,99183,mechi
1131,Menos mal que me quedé a dormir de mi suegra porque sino con esta tormenta estaría llorando 😊,1,4796,mechi
1132,"Lo lindo de las noches con lluvia, es su compañía❤",1,53636,mechi
1133,Se largó  la lluvia..  Y no de estrellas ☹,1,72610,mechi
1134,"Domingo,llueve y desayunando con mi amor ❤ ¡soy feliz con tan poco!",1,98691,mechi
1135,Qué bueno que me estoy por cambiar de casa porque en ésta se me llueve todo 🙄,0,73001,mechi
1136,Uhhh con esta lluvia quiero dormir hasta el 2020 no despertarme a esta maldita hora. Putas responsabilidades,1,31379,mechi
1137,Lluvia te amoo.,1,92249,mechi
1138,"Datos actuales en #SantaFe
Barrio Candioti Norte:
T: 26.9°C
H: 53%
ST: 26.9°C
P: 1007.3hpa
Lluvia hoy: 11.4mm",0,107809,mechi
1139,"Alto rayo, tuve un mini infarto 😮",1,86991,mechi
1140,"10h Agvnet CDU: Temp. 23.5 °C, Hum. 84 %, Bar. 1007.6 hPa, Lluvia 0 mm, Viento 9.7 km/h NNE #Weathercloud",0,89299,mechi
1141,Esperando la lluvia por acá...,1,82300,mechi
1142,Todo hermoso con la tormenta pero si no calma un toque con lo ratos me van a desconectar el wifi y mori,1,27326,mechi
1143,Que cosa del cielo dormir con tormenta!!! Amo,1,14203,mechi
1144,"@majitosarasola Café, libro, tierra mojada y lluvia en ese orden, besos Majo hermosa!!!!❤",0,1926,mechi
1145,@Noemanson2 Y si llueve no importa le mandamos iguaaaal,0,105735,mechi
1146,"Joya eu viene a parar la lluvia, cuando ya me cague mojando, ni el clima me quiere 😂😑",1,92639,mechi
1147,No puede más de hermosa esta lluvia😍,1,45696,mechi
1148,"La Coca y el Fernet son amigos naturales como la milanesa y el puré, la lluvia y la siesta, tu culo y esta 😉",0,89854,mechi
1149,"#ClimaRafaela. LLuvia 9 mm.-
Temperatura: 20.9 °
Humedad: 98%
Presión atmosférica: 1000.4 hp.-
@EstacionRafaela informe: Andrés Bulacio.- https://t.co/jhoo5EaDLA",0,70371,mechi
1150,Mandale lluvia nomas,0,84681,mechi
1151,@JapoCarp Jajajaja si y llueve mal ahi,1,96287,mechi
1152,Lluvia y no de estrellas,1,72525,mechi
1153,Con esta tormenta que ganas de dormir con vos y abrazarte mí amor,1,5961,mechi
1154,@torticienta_ ME JODES? en mi cumpleaños llueve siempre y nunca supe qué carajo hacer,0,9164,mechi
1155,"@FrancoooA Jajaja te quedaste sin palabras , nos vemos inundado",0,98199,mechi
1156,"Che, vamos a mirar la lluvia de estrella juntos? 

Enviar",0,80172,mechi
1157,"Lluvia del orto, no podías esperar hasta el martes o miércoles? 😡😡",1,100144,mechi
1158,Madre llama. Atiendo. “Ay no hija para que Simon llora con los truenos ya te llamo”. Bueno.,0,1418,mechi
1159,"Llueve y los que creen saber dicen que la mejor manera de comenzar la semana es con el pié derecho, yo digo que es con un buen café.
#BuenLunes",1,86656,mechi
1160,Ah pero se recontra pudrió todo con esa tormenta amiguero que onda,1,75463,mechi
1161,ya me cansó la lluvia,1,27251,mechi
1162,"Datos actuales en #SantaFe
Barrio Sgto. Cabral:
T: 32.6°C
H: 49%
ST: 35.2°C
P: 1002.5hpa
Lluvia hoy: 0.0mm",0,107797,mechi
1163,Terribles los truenos,1,4101,mechi
1164,Mi abuelo me dijo que cuando llueve y hace burbujas en el piso es porque va a llover mucho. Así que preparen la cama,0,45874,mechi
1165,xq se sorprenden tanto con la lluvia de estrellas si lo unico que hay o se ve acá es lluvia de agua,0,80336,mechi
1166,"No puedo explicar la sensación hermosa que tengo por el gran gesto de @AxelOficial , con lluvia nos hizo un mini concierto afuera del hotel 💕  estas cosas que haces te hace grande. Gracias por todo. Nos vemos en crespo en un ratito https://t.co/WJPPfZ4eVq",1,2698,mechi
1167,"1h Agvnet CDU: Temp. 19.7 °C, Hum. 79 %, Bar. 1000.5 hPa, Lluvia 0 mm, Viento 2.5 km/h S #Weathercloud",0,59144,mechi
1168,Una lluvia de la concha de la lora y yo sin torta fritas💔,1,29197,mechi
1169,@veroabril89 @AliciaS30395996 @losredo81 @millonariaNoe @diazgu1 @Miralaporfox41 @granero_horacio @carp1765 @MarceySanty03 @JorgeRo56159533 @TRAE_TORMENTAS @piorockerocarp @andresFranco83 @Fran22669491 😂😂😂,0,88771,mechi
1170,pq no llueve ya,0,68920,mechi
1171,"Las noches se vuelven eternas, la música la melodía perfecta, los mensajes menos interesante y el corazón más frío que un día de lluvia con rayos y truenos.",0,88093,mechi
1172,Dormir con lluvia y compañía* 🙃 https://t.co/7lrTJQxzUx,0,32781,mechi
1173,"Largate no mas lluvia, quiero dormir 80hs",0,7707,mechi
1174,El sueño que me da ésta lluvia no tiene nombre,1,68727,mechi
1175,@napione_marina A la gente flojita una lluvia cómo está la deja en cama 10 días 🤪,1,50764,mechi
1176,Que piola estaría tener con quien ver la lluvia de estrellas el 14,0,63120,mechi
1177,Que cosa hermosa es la lluvia!,1,71781,mechi
1178,Necesito ver su cara tanto como ver la lluvia para apagar el incendio que quedó.,0,88563,mechi
1179,@nataliaperezar Suerte al llegar acá. Los 1200° (o la lluvia que no sabe que mierda hacer) te esperan,0,86449,mechi
1180,Un rayo cae en el árbol de la playa,1,72229,mechi
1181,"Dormir con la ventana abierta, la lluvia de fondo y el olor a tierra mojada🤗♥️",1,17186,mechi
1182,Se viene lluvia??,1,100421,mechi
1183,Quiero que caigan los pibes y la lluvia verga ni para,1,21786,mechi
1184,"Que linda mi lluvia de estrellas, se rompió mi lluvia de estrellas.",0,76096,mechi
1185,La lluvia y los mimos♥😍,0,53780,mechi
1186,chico trueno,0,47419,mechi
1187,"Corriendo en pleno santa fe, linda lluvia",1,92344,mechi
1188,"@PioveF Rayos, al menos lo intenté",0,84245,mechi
1189,osea todavía no entienden que los días de lluvias son para re dormirlos y no para ir al colegio?,0,21505,mechi
1190,Me encanta que sea primavera y haya tremenda tormenta eléctrica acá cba. En Chubut tenes una sola en todo el año y es en verano,1,14889,mechi
1191,Ojalá que no te parta el rayo,0,68441,mechi
1192,"#VillaMaria 16:00 hs | Temp 35.5°C Min=19.1°C (06:13) Max=35.6°C (15:43) | Hum.29 | Viento 15.8 km/h NE, Pres.982.6 hpa Lluvia   0.0 mm",0,95790,mechi
1193,"Día de lluvia.....#DesayunoNutritivo #VisperasAñoNuevo #Relax #Vacaciones #VivaLaVida #CumplirSueños #Celebrar #Bendiciones #Paz en Aguas Verdes, La costa https://t.co/77JPGgKOEq",1,103557,mechi
1194,"Amo la lluvia, pero si no pasa ésto. Me apuñalaste por la espalda perra traidora. https://t.co/4qD9JxlB8c",0,92392,mechi
1195,"@GonzaaMeedina Escucho truenos m, seguro se largue de nuevo si es que no está lloviendo ya",1,107763,mechi
1196,La lluvia fue puro cuento,0,105471,mechi
1197,DIJO ÉSE   LA LLUVIA Y EL FRÍO QUE HACE A ESTA ALTURA DEL AÑO,1,62577,mechi
1198,Ta facil que voy a seguir estudiando con esta lluvia 😴,1,14862,mechi
1199,que linda lluvia para pasarla limando serie con enzo LASTIMA que cuando me descuide ya estaba ZZzz,1,4656,mechi
1200,Nada mejor que dormir con el ruido de la lluvia,0,33155,mechi
1201,@luciacantarini @CandelaGaray_ Culpa de ustedes que no vinieron por la lluvia jajaja,1,26738,mechi
1202,"@JuliaLacanfora Esa, si no llueve mañana coordinamos!",0,94752,mechi
1203,@aletwitar No puedo filmar! Llueve con mucho viento!! No puedo salir al balcón ni abrir las ventanas!! Fuertisimo!!!😱,1,100477,mechi
1204,"LA CONCHA DE LA LORA, LLUVIA PUTA",1,8191,mechi
1205,"6h Agvnet CDU: Temp. 17.8 °C, Hum. 75 %, Bar. 1007 hPa, Lluvia 0 mm, Viento 9.7 km/h NNE #Weathercloud",0,396,mechi
1206,Alertan por tormentas intensas para San Luis; bajaría la temperatura https://t.co/JzC9dLNeOn,1,103533,mechi
1207,"- Lluvia + pelis + chocolates + vos♡
-
-
-  Enviar...",0,5497,mechi
1208,"@Cadena3Com Por zona sur ocho aerolíneas faltan..
 Todo inundado",1,23281,mechi
1209,"La siesta, el campo, la lluvia y mi cable a tierra. Qué más puedo pedir 💓",0,8445,mechi
1210,"Un chico iba corriendo abajo de la lluvia, quiso saltar un charco, piso el cordón y se resbaló JAJAJAJA😂😂😂

Me tuve que sacar la ropa afuera porque estaba todo mojado🙄🙄",1,46021,mechi
1211,Tránsito intransitable...#Cordoba @TransitoCordoba #lluvia,1,70106,mechi
1212,Estaba por activar alguna pero me agarro terrible dolor de cabeza y con esta lluvia mmm mejor se duerme fuerte,1,61210,mechi
1213,Y encima siempre llueve 🤷‍♀️ https://t.co/6E37U6YdJ2,1,37292,mechi
1214,Jardín inundado en Mendiolaza-Córdoba. Espero que mi mujer no lo riegue mañana. https://t.co/Xzv8Gxz6Cn,1,73886,mechi
1215,Viajar con tormenta. Lindo pero peligroso.,1,87520,mechi
1216,el ruido de la lluvia 😻,1,14139,mechi
1217,Cosas lindas y jugar al fútbol de noche y con lluvia. 😍,1,17088,mechi
1218,"La lluvia, el mate y Las teorías de la comunicación",1,26683,mechi
1219,"Explico porque 

-chuty vs papo(punteros)
-Arkano vs dtoke(revancha)
-walls vs wos(similares)
-errece vs klan(gritones)
-Bta vs replik(tecnicas)
-Zasko vs mks(les molestan las críticas)
-force vs Trueno(youtubers/+ odiados)
-Blon vs Dani(grandes mentes)
-Skone vs stuart(ingenio)",0,42045,mechi
1220,Me despertó un rayo. Divino despertarse así. Cada día MAS fan de las tormentas eh.,1,30905,mechi
1221,Corri un sillón y tenía la cueva de Ant-Man. Lpm lluvia de mierda,1,8479,mechi
1222,Me despertó y ahora no me puedo dormir.. No dan lluvia para las 7 también mañana?,0,36943,mechi
1223,"La lluvia, acompañada de la serie y abrazada a él. No pido más ❤️",1,78671,mechi
1224,"@IvoLobos9 Andaaaaaa, queres dar vueltas mientras llueve",0,94169,mechi
1225,Ahhh siesta con lluvia 😍,1,108023,mechi
1226,Ojalá que llueva para año nuevo y @CataleyaDisco HAGA TREMENDO NOCHON COMO EL AÑO PASADO!!!!,0,97803,mechi
1227,"@lucio_rgz - ""vamos a ver la lluvia de estrellas esta noche? Yo como sé que no me iba a invitar nadie te dije a vos jajaja""

Same amiguero https://t.co/Q6NtfOHeyt",0,79695,mechi
1228,está lluvia 😍,1,33968,mechi
1229,"-""Va a llover 60""
-""Mirá, ya está goteando""
Dijo Bauti anoche a las 3 am.
🤔🙄

Y la lluvia? Y la moto? Y Candela? Y la ropa para el sábado? Jaja @BautistaBoetto",0,79783,mechi
1230,"Queridos albañiles: 
Gracias por despertarme a los mazazos, parece joda pero me re salvan siempre que están 🙌.
Estos días de lluvia que no trabajaron me re cagaron a pedo por quedarme dormida.

Pd: mañana les llevo unas birras🍻",0,36810,mechi
1231,Para mi cumple va a haber lluvia de estrellas 🌠,0,69125,mechi
1232,"El ruidito de la lluvia en el techo, el olor a tierra mojada, el mate con las tortas fritas, la siesta que mas se disfruta. Los días grises son lo mejor que hay ❤",1,16045,mechi
1233,"(Según el SMN, habrá lluvias hasta la madrugada del martes) publicado por Telediario Digital - https://t.co/UwTRIcFj7Y https://t.co/OQaP8QGJN7",1,49240,mechi
1234,"@virchugallardo Muchísimas gracias, aquí la hermana mayor  #Juliamucchiutti hace unas horas con la lluvia . https://t.co/7lw2TwLVKN",0,46434,mechi
1235,@1lugutierrez Llueve siosi,1,13508,mechi
1236,Alta tormenta en Paraná. A ver si lxs dioses la hunden de una buena vez cual Atlantis y me libran de tener que suicidarme-,1,16041,mechi
1237,Todo parece que se va a venir una linda tormenta,1,76498,mechi
1238,"#VillaMaria 22:00 hs | Temp 24.7°C Min=17.5°C (01:34) Max=32.4°C (18:27) | Hum.61 | Viento 0.0 km/h NE, Pres.986.6 hpa Lluvia   9.0 mm",0,54393,mechi
1239,Que linda que está la lluvia 😍,1,15762,mechi
1240,jaj que linda lluvia para dormir de a dos que lastima que me falta algo,1,104508,mechi
1241,"El amor es todo lo que importa. 
La lluvia cae, las estrellas explotan silenciosamente en la inmensidad del espacio, y aquí, en este diminuto planeta llamado Tierra, algunas veces nos encontramos y nos regalamos un abrazo.
- Jeff Foster",0,66599,mechi
1242,Send alguien para ver la lluvia de estrellas,0,78633,mechi
1243,"Todas las áreas de la Municipalidad trabajan en la ciudad luego de la tormenta de este jueves: La tormenta con caída de granizo y fuertes vientos que azotó la ciudad el jueves por la tarde, provocó caídas de árboles en algunos barrios y daños a algunas… https://t.co/f4sjCmNyxH https://t.co/u6ql4gDT2f",1,55433,mechi
1244,"Llueve como la concha de la lora y mí papá me boludear y no me abría la puerta del auto, me mojé todo",1,47387,mechi
1245,que lindo  dormir con lluvia,1,62973,mechi
1246,"@cande_centraal Bueno, si no llueve mucho voy. Porque la chata no se puede mojar mucho, tienen que entender estos profesores 🤷‍♀️",0,23412,mechi
1247,"Amo la lluvia, pero imposible no pensar en todas las familias que la están pasando terriblemente mal con este temporal 😔⚡⛈",1,24382,mechi
1248,"3h ClimaRafaela: Temp. 15.8 °C, Hum. 96 %, Bar. 1001.4 mbar, Lluvia 0 mm, Viento 3.6 km/h SO #Weathercloud",0,47505,mechi
1249,Qué tormenta tan pija si se termina ahora,1,25646,mechi
1250,Terrible día de lluvia para ni moverse de la cama,1,85334,mechi
1251,"Ya llueve y estoy en la cama, faltas vos y sale siesta",1,45012,mechi
1252,Que lindo es dormir con el sonido de la lluvia 😍❤️,1,32219,mechi
1253,Avisa con esos truenos,1,96800,mechi
1254,Yo sola vengo temprano cuando llueve,0,64940,mechi
