MSJ;TAG;NUN;USER;WHO;msj_norm
"⛈⛈DATOS DE LLUVIA EN NUESTRA ZONA⛈⛈
✅Franck 90 mm
✅Esperanza ciudad 32 mm
✅Felicia 25 mm
✅Gessler 50 mm
✅Humboldt 25 mm
✅Villa María 160 mm
✅Manucho La Turquina 8 mm
✅Progreso 7 Km al norte 6 mm
✅Sa Pereira zona rural 60 mm
✅Cululú 5 mm
✅Cavour 20 mm";0;35983.0;1904446183.0;fede; \u26c8 \u26c8datos lluvia nuestra zona \u26c8 \u26c8  \u2705franck     \u2705esperanza ciudad     \u2705felicia     \u2705gessler     \u2705humboldt     \u2705villa maria      \u2705manucho turquina    \u2705progreso   norte    \u2705sa pereira zona rural     \u2705cululu    \u2705cavour    
Me lloraba a los gritos y tenía q calmarlo y ahora creo q si me agarra un tornado ni le importa jajajajaa así sonnnnnn;0;89069.0;8.878798443185193e+17;fede;me lloraba gritos tenia calmarlo ahora creo si agarra tornado ni importa  asi sonnnnnn 
Calmara la lluvia este desierto🎶;0;15502.0;436095752.0;fede;calmara lluvia desierto \U0001f3b6 
A mí perro le estaba dando miedo la tormenta y lo deje dormir en mi pieza. Se acaba de tirar un pedo que le vi la cara a Dios. 0 respeto por mi bondad;0;31644.0;2285885239.0;fede;a perro estaba dando miedo tormenta deje dormir pieza  acaba tirar pedo vi cara dios    respeto bondad 
No puede ser, pleno diciembre y toca 1 día de sol, 2 de lluvia, 3 nublados, 1 de frío, 2 de sol, 5 de lluvia, 2 de carne, 5 de choclo, 5 de choclo, 2 de carne, 5 de carne, 9 de choclo, 1 de carne;0;90023.0;1.0626721788758999e+18;fede;no puede ser  pleno diciembre toca   dia sol    lluvia    nublados    frio    sol    lluvia    carne    choclo    choclo    carne    carne    choclo    carne 
Como que cuando llueve es automatico que siempre me tengo que ir a dormir;0;44824.0;2199955821.0;fede;como cuando llueve automatico siempre tengo ir dormir 
Vos estás linda siempre, con problemas y con ojeras. Aunque te pasen cosas feas, aunque la persona que querés no te quiera. Aunque seas un desastre por dentro y una tormenta por fuera. Vos estás linda siempre, porque tus sueños no conocen fronteras.;0;63163.0;7.514483028860273e+17;fede;vos estas linda siempre  con problemas con ojeras  aunque pasen cosas feas  aunque persona queres no quiera  aunque seas desastre dentro tormenta fuera  estas linda siempre  porque tus sueños no conocen fronteras  
Tormentas fuertes o severas en varias provincias del centro del país https://t.co/yzlLV7WLMe https://t.co/3uMKEWfCMs;0;70378.0;9.936111983262966e+17;fede;tormentas fuertes severas varias provincias centro pais   
Era perfecto el dia pero la lluvia lo arruino;1;106252.0;3432060449.0;fede;era perfecto dia pero lluvia arruino 
"Le acabo de tirar el ""Rayo perinizador"" a mucha gente y vaya que estoy acertando.";0;42634.0;883405164.0;fede;le acabo tirar  rayo perinizador  mucha gente vaya estoy acertando  
Amo los dias de lluvia🙌🏽;0;78219.0;7.936422057810412e+17;fede;amo dias lluvia \U0001f64c \U0001f3fd 
Se viene linda tormenta y yo yendo a inscribirme a la facultad;0;93296.0;2355063912.0;fede;se viene linda tormenta yo yendo inscribirme facultad 
Si dormír es hermoso, imagínate con esta lluvia, y con vos;1;51523.0;152723960.0;fede;si dormir hermoso  imaginate con lluvia  con 
"Me pone de muy mal humor que está lluvia del orto me arruine los planes . 

😣";1;64858.0;1450133280.0;fede;me pone muy mal humor lluvia orto arruine planes    \U0001f623 
Que lindo volver caminando a mi casa con esta lluvia;1;18911.0;2552812051.0;fede;que lindo volver caminando casa con lluvia 
Me encantan las noches de lluvia, sobre todo cuando no trabajo al día siguiente! LA perfección! https://t.co/naq5Vq23Vp;0;35086.0;3310040230.0;fede;me encantan noches lluvia  sobre todo cuando no trabajo dia siguiente  perfeccion   
Noche de lluvia mas mates y raspaditas= felicidad;1;58086.0;1.0480668255343002e+18;fede;noche lluvia mas mates raspaditas  felicidad 
"Fotos tormenta 27 dic.18 .., sin filtro ..
Un regalo de la naturaleza...😍 en Villa Trinidad, Santa Fe, Argentina https://t.co/cbAci5XsTm";0;105846.0;1092454968.0;fede;fotos tormenta    dic        sin filtro    regalo naturaleza    \U0001f60d villa trinidad  santa fe  argentina  
Qué lindo vientito y olor a lluvia😻;0;66022.0;8.920900126779269e+17;fede;que lindo vientito olor lluvia \U0001f63b 
tres semanas que me agarra la lluvia. Mañana salgo con el paraguas y sol con 40 grados;0;58633.0;324231249.0;fede;tres semanas agarra lluvia  mañana salgo con paraguas sol con    grados 
Toda está semana esperando la ida y en Bs As llueve lpm;0;9563.0;9.183117839574426e+17;fede;toda semana esperando ida bs as llueve lpm 
"#MiniVoley
Ayer el Mini le ganó a la lluvia y mas de 140 niños/as vivieron una hermosa jornada en Cosquín. en Córdoba, Argentina https://t.co/QOUbCGEDwD";0;36344.0;541232866.0;fede; minivoley ayer mini gano lluvia mas     niños as vivieron hermosa jornada cosquin  cordoba  argentina  
Amigo como no les puede gustar estás tormentas yo me re sentaría en el flotante a ver todos lo rayos, el viento, el agua.. es perfecto😍😍;1;33126.0;8.697057756142346e+17;fede;amigo como no puede gustar estas tormentas yo sentaria flotante ver todos rayos  viento  agua   perfecto \U0001f60d \U0001f60d 
"Ayuda difuminar cicatrices, a eliminar pequeñas imperfecciones o granitos, además funciona como una barrera natural para proteger la piel de los rayos solares. Además, la vitamina E es un espectacular antioxidante que protege las células. #SEYTÚ

— SEYTÚ Cosmética (SeytuCosm…";0;44318.0;9.476711943204168e+17;fede;ayuda difuminar cicatrices  eliminar pequeñas imperfecciones granitos  ademas funciona como barrera natural proteger piel rayos solares  ademas  vitamina e espectacular antioxidante protege celulas   seytu  \u2014 seytu cosmetica  seytucosm \u2026 
Lluvia 😍;0;83924.0;831566174.0;fede;lluvia  \U0001f60d 
Que lluvia del orto espero que drene bien la bombonera;1;9472.0;4056166174.0;fede;que lluvia orto espero drene bien bombonera 
Que linda lluvia ...(seria un 10 la noche si estuvieses aca con migo);1;13590.0;1541217842.0;fede;que linda lluvia     seria    noche si estuvieses aca con migo  
El crack de @nicofuelico con su guitarra en una tarde hermosa de lluvia que nos dio el señor, Que mas puedo pedir???;0;6586.0;1.0212368844360253e+18;fede;el crack  con guitarra tarde hermosa lluvia nos dio señor  mas puedo pedir    
Igual altas ganas de volver cuando estábamos en pleno auge tipo 2013/2014, era andar todos los días del año por más viento, lluvia, hielo, frío que haya;0;87613.0;596197510.0;fede;igual altas ganas volver cuando estabamos pleno auge tipo            era andar todos dias año mas viento  lluvia  hielo  frio haya 
"""a veces las lluvias solo mojan"" pensó el héroe del fuerte en esos años. Salir de la tumba y no tener vocación a cualquier yugo que no fuera de caño.";0;30449.0;1884375685.0;fede; veces lluvias solo mojan  penso heroe fuerte esos años  salir tumba no tener vocacion cualquier yugo no fuera caño  
Ni ganas de ir al colegio con esta lluvia;1;43163.0;3368149637.0;fede;ni ganas ir colegio con lluvia 
La siesta en el campo más la lluvia. Es algo único 😎😎;0;102406.0;1.0480612521640428e+18;fede;la siesta campo mas lluvia  algo unico  \U0001f60e \U0001f60e 
lluvia de estrellas male sal;0;78776.0;4123932238.0;fede;lluvia estrellas male sal 
"Lluvia 😍 y Siesta 😍
La Mejor Convinacion 😍😍";0;41265.0;3411929103.0;fede;lluvia  \U0001f60d siesta  \U0001f60d mejor convinacion  \U0001f60d \U0001f60d 
Que linda combinación lluvia + estudiar para rendir 4 días seguidos como para cabecear una bala;0;30385.0;400244522.0;fede;que linda combinacion lluvia   estudiar rendir   dias seguidos como cabecear bala 
"Robaron un moto en barrio Jardín

Fue a cenar a la casa de su suegro, dejó la Honda Tornado afuera y se la sustrajeron.

https://t.co/DHfaDjFFa5";0;62374.0;7.782319571425649e+17;fede;robaron moto barrio jardin fue cenar casa suegro  dejo honda tornado afuera sustrajeron   
Que hermosa lluvia para dormir ⛈❤️;1;24383.0;515846882.0;fede;que hermosa lluvia dormir  \u26c8 \u2764  
Unas ganas de ver la lluvia de estrellas con un fernet en la mano.;0;88630.0;1611747902.0;fede;unas ganas ver lluvia estrellas con fernet mano  
Llueve lindo y mucho en Córdoba! Creo q la lluvia me viene persiguiendo y viajó conmigo Cba-Nqn-RíoNegro y a la inversa RíoNegro-Nqn-Cba;1;13100.0;369612064.0;fede;llueve lindo mucho cordoba  creo lluvia viene persiguiendo viajo conmigo cba nqn rionegro inversa rionegro nqn cba 
La vez que van a empezar llueve lpm;0;65883.0;8.374720381094666e+17;fede;la vez van empezar llueve lpm 
Truenos chotos;1;92739.0;1064785404.0;fede;truenos chotos 
@omaarsoria volvamos a la tarantela de anoche bajo la lluvia;0;60579.0;813326509.0;fede; volvamos tarantela anoche bajo lluvia 
Lo bueno de toda esta lluvia que no vamos a correr en el gym https://t.co/ofPNj8COCQ;1;46535.0;163198557.0;mechi;lo bueno toda lluvia no vamos correr gym  
¡Odio el calor! Devuelvanme los días grises, el frío y la lluvia por favor.;0;10420.0;291441711.0;mechi;odio calor  devuelvanme dias grises  frio lluvia favor  
🌧️Niño instalado hasta abril 2019 #Lluvias #Campaña1819 #maiz #soja https://t.co/O73hwJXaeC;1;94157.0;1730648814.0;mechi; \U0001f327 niño instalado hasta abril       lluvias  campaña      maiz  soja  
Buen día viernes de tormentas en Paraná https://t.co/8vxx4vbL5F;1;45156.0;4841905199.0;mechi;buen dia viernes tormentas parana  
Yo quisiera tomar sol como cualquier persona pero TRABAJO TODA LA TARDE Y LOS DOMINGOS QUE NO TRABAJO ESTÁ NUBLADO O EN SU DEFECTO LLUEVE;0;79564.0;203640090.0;mechi;yo quisiera tomar sol como cualquier persona pero trabajo toda tarde domingos no trabajo nublado defecto llueve 
Que lluvia puta;1;79292.0;2565876436.0;mechi;que lluvia puta 
@jeremiascalo No se indignan por la lluvia se indignan por las calles rebalsadas de agua por las NO obras públicas que hacen y nadie dijo que NO hay hambre en los km 🤔;0;1348.0;708324660.0;mechi; no indignan lluvia indignan calles rebalsadas agua no obras publicas hacen nadie dijo no hay hambre  \U0001f914 
Lluvia que lindooo 😍🌧️!!;1;90735.0;582109050.0;mechi;lluvia lindooo  \U0001f60d \U0001f327    
Gente consejo:no agarrar descalzo nada que sea eléctrico, cuando hay tormenta. Pueden quedar como yo esta mañana. Saludos.;0;28869.0;8.072361402228408e+17;mechi;gente consejo no agarrar descalzo nada sea electrico  cuando hay tormenta  pueden quedar como yo mañana  saludos  
"Gracias a Dios un poco de sol para tanta gente que la esta pasando mal por la lluvia. 🌞🌞

Que tengan un hermoso día. https://t.co/j22almyABz";0;36710.0;204440529.0;mechi;gracias dios poco sol tanta gente pasando mal lluvia   \U0001f31e \U0001f31e tengan hermoso dia   
Dormirse escuchando la lluvia tendria que considerarse la octava maravilla del mundo.;0;53684.0;8.264658511928566e+17;mechi;dormirse escuchando lluvia tendria considerarse octava maravilla mundo  
Que sueño, lluvia dicen;0;53397.0;1551471606.0;mechi;que sueño  lluvia dicen 
Por que ahora que tengo que ir a entrenar llueve? 🤦🏽‍♂️;1;51155.0;2809029132.0;mechi;por ahora tengo ir entrenar llueve   \U0001f926 \U0001f3fd \u200d \u2642  
mira qué lindos rayos como para que me caiga uno en la frente;1;14480.0;270009921.0;mechi;mira lindos rayos como caiga uno frente 
Despues de la lluvia siempre sale el sol, dicen!;0;90240.0;1.0737953401873736e+18;mechi;despues lluvia siempre sale sol  dicen  
18 cumpleaños con 40 grados y para mis 19 llueve, bueno gracias igual ni quería hacer joda;1;97788.0;2582708809.0;mechi;   cumpleaños con    grados mis    llueve  bueno gracias igual ni queria hacer joda 
"Norte de San Luis.
Cien familias de Lafinur afectadas por los destrozos que provocó la tormenta. https://t.co/8sxuO67wGH";1;20759.0;2886008603.0;mechi;norte san luis  cien familias lafinur afectadas destrozos provoco tormenta   
Tranquila mama la tormenta pasará♪;0;47827.0;1.0657951706193347e+18;mechi;tranquila mama tormenta pasara \u266a 
Ya se acercan los especiales de Lavecchia y no vi Planeta gol en todo el año, rayos;0;59378.0;635786127.0;mechi;ya acercan especiales lavecchia no vi planeta gol todo año  rayos 
@MuniCba Por favor , hace 15 días después de la tormenta quedó BARRO en los desniveles de la calle, justo en mi frente. Los 3 viernes siguientes barren las calles del barrio y saltean Amancio Alcorta, cuadra del 3700. El barro se está pudriendo, mucho olor.;1;104427.0;187558685.0;mechi; favor   hace    dias despues tormenta quedo barro desniveles calle  justo frente    viernes siguientes barren calles barrio saltean amancio alcorta  cuadra       barro pudriendo  mucho olor  
El clima parece mi estabilidad emocional, llueve un rato, sale el sol, y cuando menos lo esperas se larga con toda, asi sucesivamente;1;11563.0;7.058465336196547e+17;mechi;el clima parece estabilidad emocional  llueve rato  sale sol  cuando menos esperas larga con toda  asi sucesivamente 
@lagarchetta Recién pegó una lluvia tremenda pero cortita, en 10 minutos paró;1;76134.0;61255319.0;mechi; recien pego lluvia tremenda pero cortita     minutos paro 
vola alto mi suru, la tranquilidad de saber que estas llegando en paz, que está lluvia sos vos dándonos esa tranquilidad que vas a estar en paz. vas a ser la estrella más brillante del cielo. hasta siempre flaco😇💗;0;46091.0;3468826515.0;mechi;vola alto suru  tranquilidad saber estas llegando paz  lluvia dandonos esa tranquilidad vas estar paz  vas ser estrella mas brillante cielo  hasta siempre flaco \U0001f607 \U0001f497 
Lo peor de todo no es esta lluvia... lindo calorrrrrrrrrr se va a venir despues;1;96593.0;180556852.0;mechi;lo peor todo no lluvia    lindo calorrrrrrrrrr va venir despues 
Y si venis y dormimos con la ventana abierta mientras llueve?;0;36200.0;3328567275.0;mechi;y si venis dormimos con ventana abierta mientras llueve  
esta tormenta es porque le mande algo a la Candela y ME RESPONDIÓ;1;40424.0;1479996432.0;mechi;esta tormenta porque mande algo candela respondio 
Y yo que iba ir a area, que linda lluvia;1;102412.0;490051410.0;mechi;y yo iba ir area  linda lluvia 
Bueh... Todos escucharon un súper trueno y yo ni ahí!🤔;1;85635.0;3387604829.0;mechi;bueh    todos escucharon super trueno yo ni ahi  \U0001f914 
Me gustaría tener un perro, solo para poder sacarlo a pasear a esta hora (con lluvia y td);0;49487.0;231411659.0;mechi;me gustaria tener perro  solo poder sacarlo pasear hora  con lluvia td  
Llueve... a mi me dan ganas de estar en tu cama y me quiero matar;1;53701.0;3762351615.0;mechi;llueve    dan ganas estar cama quiero matar 
Que verga ésta lluvia loco;1;24730.0;1912469923.0;mechi;que verga lluvia loco 
parecía que se iba a caer el cielo y ni arranco la lluvia :(;1;79152.0;4820086199.0;mechi;parecia iba caer cielo ni arranco lluvia    
La puta que te parió lluvia culiada. Activo la casa de una .;1;108274.0;7.382161089148027e+17;mechi;la puta pario lluvia culiada  activo casa   
@pickyvod intenta poniendo sonidos de lluvia o cosas asi;0;53313.0;1.0211011105542349e+18;mechi; intenta poniendo sonidos lluvia cosas asi 
Fanática de las tormentas.;0;47328.0;134325020.0;mechi;fanatica tormentas  
@KarennMorenoB También escuché pero no sé si era un trueno jaja;0;19319.0;1115605819.0;mechi; tambien escuche pero no si era trueno  
Que lindo ser imparcial, que te de lo mismo cualquier resultado y que además la lluvia ponga en riesgo esta final entre dos equipos que viven cagando al resto de los clubes, se acomodan los arbitros, las fechas, los horarios...;0;9535.0;1.0483603164621578e+18;mechi;que lindo ser imparcial  mismo cualquier resultado ademas lluvia ponga riesgo final entre dos equipos viven cagando resto clubes  acomodan arbitros  fechas  horarios    
Uh se viene la verdsdera tormenta q lindo siiiiiiii;1;8953.0;1.0367621843139215e+18;mechi;uh viene verdsdera tormenta lindo siiiiiiii 
Quien puede dormir mal escuchando el sonidito de esta lluvia ?? Amo 😍🌧️⛈️;1;14632.0;3157952493.0;mechi;quien puede dormir mal escuchando sonidito lluvia    amo  \U0001f60d \U0001f327  \u26c8  
@juanbrnuevo venite a mi casa a ver la lluvia amor;0;80597.0;358379492.0;mechi; venite casa ver lluvia amor 
😂😂😂😂🌈 el rayo gay lo fulminó https://t.co/aiivbeUGC4;0;10826.0;155133612.0;mechi; \U0001f602 \U0001f602 \U0001f602 \U0001f602 \U0001f308 rayo gay fulmino  
Alguien mas escucho el trueno mas groso de su vida en la madrugada?;1;86535.0;925710108.0;mechi;alguien mas escucho trueno mas groso vida madrugada  
La fuckin' primavera y sus tormentas estilo apocalípticas 😑;1;6626.0;136096219.0;mechi;la fuckin  primavera tormentas estilo apocalipticas  \U0001f611 
Por dios esos truenos lpm;1;64587.0;1425602574.0;mechi;por dios esos truenos lpm 
Chicos les voy a ir a poner una carpa a los gitanos en colectividades a ver SI ASÍ NOS DEJAMOS DE JODER CON TANTA LLUVIA QUE YO QUIERO BAILAR.;0;33276.0;217513027.0;mechi;chicos voy ir poner carpa gitanos colectividades ver si asi nos dejamos joder con tanta lluvia yo quiero bailar  
