msj_ort;TAG
seguro aca llueve todo tiempo no vemos nada  ;0
estaba pensando lluvia que se yo ;0
que belleza dormir con sonido lluvia  ;1
pero lindo  bajo lluvia hermano  rustico como gusta ;1
 tormenta buenos aires  esperando superfinal ;1
  no creo lluvia pare     ;1
    mal hay tormenta electrica aca ;1
no estudie nada biologia  asi si no llueve   estaria pegando tiro saben ;0
dios tormenta  alguien traiga novio abrazarlo toda noche olvidarme miedo tengo tormentas electricas  ;0
 truenos  ;0
esta fue tormenta electrica ;1
  mio tambien  locura    encima vuelta san nicolas fue con misma lluvia   granizo   ;1
a encanta laburar con lluvia ;1
especialista ponerme zapatillas blancas dias lluvia ;0
lindo cagazo tenia cuando nos agarro toda tormenta moto ;1
 buenos dias todos asi arrancamos hoy jornada     lluvia   calor intenso hora       buen miercoles      nada impida alcanzar tus sueños      ;1
esta lluvia estas ganas abrazo dormirme    ;1
senti esos truenos  \U0001f60d ;1
que onda esos truenos  ;1
 suerte aqui siguen lluvias ;1
cuando pase tormenta nada nos detendra ;0
al mal dia    lluvia papas \U0001f64c \U0001f3fc \U0001f32d \U0001f49b      snacksdanal  snacks  danal  lluvia papas  pancho  eat  friends  miercoles  wednesday  food  ;0
 do dia consecutivo lluvia torrencial yo todavia no comi ni sola torta frita  desconozco ;1
si no pasan buscar ni crean voy ir trabajar con lluvia ;1
 si  creo pocas veces desee tanto lluvia    \U0001f602 \U0001f602 \U0001f44d ;0
pero linda tormenta hermano  chau lluvia estrellas ;1
si llueve juro dios voy colapsar  ;0
no tengo cursar con lluvia bien tengo firmar libreta igual mal ;1
me voy poner correr calle con paraguas  esas cae rayo ya ta ;1
lo veo lluvia agua no estrellas ;1
ay ay ay tormenta  ;1
 volveremos insertarnos mundo nos miraba con desconfianza    disparan totalmente nubes tormenta con tercer derrota electoral    gracias presidente macri    ;0
lluvia cora  \u2764  ;0
diluvio granizo ;1
cuando llevas sol dentro  no importa si afuera llueve  \U0001f496 ;0
estoy acostada viendo lluvia ventana dan ganas quedarme  \U0001f62d ;1
justo rosarino come gato  aguante trueno  ;0
culiada tormenta  seguro baño dylan ;1
el sonido lluvia  \u2614  \u2764 ;1
 \u201c quien no haya sido naufraga no sabe   desnudez cada hora   ni silencio flotando deriva   ni dormir vigilante como cuando   amamanta hijo tormenta \u201d    antes tiempo fuera     ;0
que pinte algo  importa lluvia ;0
llegue casa cayo rayo  hubo bajon luz  salto termica  corto electricidad  inundaron patio pieza  hablame ser yeta  ;1
atenta  semaforo cabeza bolivar esquina francisco laprida  dado vuelta vos  tormenta  ;1
anoche estabamos con solana bar  parte patio  cayo rayo dos casas ahi  mundo congelo unos segundos  pense iba explotar todo  \U0001f605 ;1
ya dio miedo lluvia  señor ;1
lluvia orto espera venga nicolas menos ;1
lo llueve concha lora ;1
mi vieja pregunto grupo familia si estabamos todos nuestras respectivas casas porque supuestamente viene tormenta  puse yo estaba casa cago risa corte    ;1
impresionante como lluvia trae mil recuerdos hermosos ;0
volvi tener   años  jugando abajo lluvia \U0001f605 ;1
nos quedamos sin hielo cae granizo    no quedo otra tomar vino granizado \U0001f602 \U0001f937 \u200d \u2642  ;1
 trae paraguas llueve ;1
un buen amargo lluvia ;1
soy unica ansiosa mierda mira pronostico cada  ver si llueve        loca deja esa emocion ;0
 voy ir rayo trabajo  ;0
un fragmento vida  hace unos dias yo queria llueva  ya gusta mucho lluvia  pero no esos chaparrones   min ayer lunes noche hubo tormenta electrica granizo  cuestion piedras nos abollaron auto  ahora ciudad inundada     ;1
lluvia   \U0001f644 \U0001f644 ;1
sigue lluvia  buenos aires despacio  acariciando pelo lacio suena  feat   quiero repetir  siempre  \u2764   ;1
tan lindo como viajar con dia lluvia   casa  \U0001f60a \U0001f3e0 ;1
que linda lluvia estemos acostadas juntas  pero yo estoy aca casa sin darme bola ;1
  chapas con lluvia ;0
cuando tormenta pase vas dar cuenta pocas personas quedan lado  esas pocas valen pena  ;0
 tormenta facha nena ;0
para cuando lluvia   ;1
 suspendieron lluvia       tengo ir palmas ahora ;1
queres venir casa asi hago ver estrellas  digo lluvia ;0
lluvia estrellas unico hago pensar  \u2763  ;0
aproveche dia lluvia corte pelo barba porque sabado tengo casamiento tengo estar atr perro cumbia cajetearla piola gato ;1
mucho trueno mucho trueno pero no larga lluvia ;1
llueve sale sol cada    min ustedes preocupan tomar sol  mal estamos ;1
 lugar lluvia quedaste encerrada departamento ;0
la lluvia no va parar hasta durmamos juntos con ella ;0
veo altos videos rayos yo con foto pedorra  ;0
la lluvia saca ganas todo ;0
que ganas estar con  abrazados escuchando lluvia ;0
llueve terriblemente fuerte   yo    \U0001f44f \U0001f634 \U0001f4a4 ;1
dan lluvia mañana noche \U0001f62d \U0001f620 ;1
esos truenos dan sensacion rara  no  aumenta miedo estar sola casa escuchar ruidos cocina  no  ustedes quedan debidamente notificados ;0
quiero lluvia ;0
creo mas probable yo haga dieta ejercicio juanchi preste tornado  maldito coreano ;0
pensaba armar pileta  ya arrepenti    dan semana lluvia    eso no tan bueno ;1
alguien dice si lluvia estrellas verdad  no tengo ganas salir pedo ;0
para  mañana hay hacer otra previa eterna lluvia solo dejo eternidad sea instante  ;0
llegue casa toda mojada no si calor lluvia  \U0001f44d \U0001f3fd ;1
 dias lluvia si caminas pellegrini esquiva rombos metal muy resbaladizos ;1
 hola  no llega pilar   tormenta   no  ;0
acaso sintieron ese trueno    ay mama ;1
 rayos ;0
el noche hizo navidad  no puede ser anuncien lluvia año nuevo \U0001f62d ;0
bendita sea lluvia verano ;0
rayos centellas ;0
ahora llueve con todo ocurrio papa ir roti ;1
  yo tambien quiero andemos abajo lluvia negrito ;0
como fallaste lluvia mierda  ;0
xq no llueve cuando estoy durmiendo  no  larga ahora casi estoy levantarme   ;1
no vieja esos truenos lpm ;1
salimos caminar nos agarro lluvia  ;1
ay como extrañaba lluvia truenos  \u2764 ;1
comparan tornado con remolino ;0
llega lluvia estrellas  cuando vera cuantos meteoros podran observar  ;0
el rayo trueno madrugada  locura desperto  muchacho cucharon eso  ;1
 tormentas ahora comenzo llover rosario   ;1
como estan rayos ;1
 bella   como puede gustarte lluvia si nunca has caminado bajo ella descalza ropa liviana sentirla  \u26c6 \U0001f496 ;0
registro lluvias  ;1
 topracelaplata  piloto  cordobes firme candidato titulo campeon       categoria programa largar ranking final tras suspension actividades intensas lluvias   ;1
tendra rayos laser porque mira mata ;0
que buen juego ac odyssey  ayer hice personaje cogiera vieja ahora hice gay  como completarla  gane skin caballo con cuerno rayos colores rgb  juego lgtb     ;0
jueves lluvia yo sin wacha  \U0001f614 ;1
aprobe crecimiento desarrollo no lluvia yo llorando emocion ;0
 trueno rompe gato ;0
sos linda porque miras con alma  porque bancas tormentas  porque no perdes calma  linda porque no guardas nada  porque lloras con ganas  porque sonreis pavadas  linda porque vivis manera  metetelo cabeza  linda  magia ;0
 con lluvia sin lluvia voy hacer sandwich miga no digas no \U0001f644 ;0
la primera vez levanta lluvia  fuerte ;1
que linda lluvia esas tortas  \U0001f63b ;1
que haces sabados noche con lluvia  pones no   ;0
 ahora limpieza canales repletos basura barrio juan xxiii no permiten correcto desagüe principales canales ciudad  colaboramos entre todos tener ciudad mas limpia evitar no queden obstruidos desagües estas intensas lluvias  ;0
me acuerdo cumpleaños anterior tambien llovia con chicas nos corrimos   cuadras con tormenta atr comprar vino  buenos momentos  \U0001f602 ;0
espero sepan nadar crespo  impresionante inundado  \U0001f62e ;1
despues lluvia  sale arcoiris  asi mas vale hoy marchemos todos escucharon manga desviados  ;0
como amo sonido truenos quiero caguen trompadas ;0
clima orto  cuando tiene estar lindo  osea finde  llueve nublado ;1
con lluvia no pensar todo voy dormir  \U0001f60d \U0001f495 pero lastima sin novia  \U0001f613 ;1
papa nos llevo campo ver lluvia estrellas  mejor ;0
si sigue asi no llueve pinta jugar beach hoy  porque ni molesta sol ;1
mi mama pregunto si habia estado llorando tenia ojos rojos     cecilia como explico estuve todo dia rayo sol ;0
que injusto cacha trueno  \U0001f494 \U0001f623 ;0
jugar futbol bajo lluvia tiene estar entre   maravillas mundo  \U0001f64c \u26bd \u2764 ;0
lluvia porqueria  \U0001f614 ;1
llueve buenos aires   ;1
estoy llorando lluvia altera viejas ;0
 provincia despues destacar no hubo heridos  muñoz preciso escuela  comisaria  municipio hospital registraron daños   temporal  anchorena  tormentas  clima  destrozos  ;1
dificil poder dormir con lluvia  cuando tenes cabeza repleta pensamientos  no podes desconectar  ;1
esperando lluvia estrellas unico falta   ;0
 epoca llueve tenes    diria hoy dia buena onda ;0
como voy ver lluvia estrellas si todo nublado   ;0
de creadores  quedo auto wacho estaba conmigo  llega      rompio moto abajo tormenta vine caminando hasta casa   esa suerte  deja mejor quedo casa proxima lluvia ;0
la lluvia faltas ;0
tormenta mierda  no llores ;0
en epoca año pasado estaba mojando con agua mar  hoy con lluvia baldosas flojas puta;1
 \U0001f4ca fuertes lluvias obligarian resembrar     soja implantada  desde gea estimaron interrogantes sobre impacto ultimos fenomenos climaticos estarian sobre calidad trigo      ;1
 suficiente con lluvia ayer  para mas ;1
mas ruido tormenta mejor ;0
creo casi muero con tormenta chota ;1
que lindo escuchar lluvia \U0001f60d ;1
lluvia  lluvia   \U0001f4a7 \U0001f4a7 \U0001f4a7  abudhabigp \U0001f1e6 \U0001f1ea ;1
hoy rinde agustin no llueve ;1
correr cole  am con lluvia otras maneras empezar buen dia  ;1
  llegando tala dia poca lluvia  ;0
          si pero no dura  viene lluvia aca ;1
la lluvia ideas fase proceso planificacion natural defines como llevar cabo proposito   \U0001f449 \U0001f3fc modelo planificacion natural  gtd    productividad ;0
no porque asustan tormenta  si to  culpa nuestra  si cuidaramos mas naturaleza no pasaria todo pasando  ;0
linda tormenta menos mal volvi temprano ;1
comiendo chocotorta  avisaron saque otra materia  llueve  hablen me felicidad  ;1
mucha tormenta mucha tormenta pero compañia  ah si serie \U0001f646 \U0001f3fc \u200d \u2642  ;0
la lluvia con mejor dia  ;0
camilo emociona con lluvia  \U0001f60d \U0001f60d ;0
che ustedes hace como dos hora tweet lluvia aca recien ahora empezo llover estamos atrasados hasta eso vamos matanza avanza ;1
verde lluvia   ;0
  cualquier dios sirve durante tormenta    ;0
otro dia calor insoportable     lluvia ven ya     ;1
esos truenos puta ;1
cargo sal    semanas sin internet  hoy volvio  cayo ese rayo mierda chau internet lpm ;1
reunido hoy con vecinos zona     con cuales venimos trabajando conjunto asuntos hidricos  estas zonas pasado fueron mas afectadas durantes lluvias  hoy encuentran agradecidos trabajos realizados barrio \U0001f60a  sigamos trabajando juntos  ;0
el fresquito entra ventana lluvia fondo momento todo bien    ;1
 mira si llueve vas dejar mojar \U0001f494 \U0001f611 ;0
llueve egon    ;0
voy decir rayo recien desperto creo volo parte techo  nada eso fui seguir durmiendo ;1
ahora   avance sistema lluvias tormentas sobre norte buenos aires  ciudad autonoma plata  lluvias variada intensidad  algunas rafagas viento actividad electrica hace lugar mañana sabado region   ;1
  ganas salir andar bici con lluvia ;1
bastaba yo encuentre trabajo cual tengo andar calle largue tremenda tormenta  ;1
lo peor calor lluvia fija encontras con araña ;0
toda mañana acostada escuchando como llueve \U0001f60d ;1
me siento seattle  greys   llueve todos dias  \U0001f602 ;1
 mundo  \U0001f30e   lluvia amenaza tareas busqueda     desaparecidos incendios california   ;1
amo lluvia  ;0
todos quedan hasta dos ver lluvia estrellas yo capaz quedo hasta dos repasando  sad ;0
volviendo bidon plena lluvia desde siempre  clasico clasicos ;0
como llueve coño ;1
y completar semana ya compramos anticipadas fiesta osea mañana seguro llueve hace calor infernal ;0
tornado golpeo san francisco causo graves daños  ;1
 loco no     aqui hay tormenta  estoy calificando feroz     como todo      dia     ah     grados     ;1
 \U0001f917 \U0001f603buen dia  \U0001f603 \U0001f917  \U0001f609que tengan excelente comienzo semana  \U0001f609  \U0001f327  \U0001f302 \u2614 lluvia no pare \U0001f4aa \U0001f4aa \U0001f4aa  \U0001f308 despues tormenta siempre sale sol  \u2600   buen comienzo semana  buen dia  lunes  lluvia \u2026  ;0
lluvia hoy tenes darlo todo mira no juega ir ;0
y aca donde deseo  parta rayo \U0001f60a  ;0
porque no llueve aca tambien  \U0001f622 \U0001f62d \U0001f62d \U0001f62d \U0001f62d \U0001f62d ;1
 con razon lluvia    ;1
nunca yo todos mis cumpleaños quiero hacer algo  unica puta vez organizo algo con mis amigas dan lluvia  tormenta  tsunami concha navideña madre  ;0
ya puse alarma para tomar sol tempranito    seguro tengo tanta suerte llueve  ;0
como amo lluvia \u2661 ;0
bueno venga lluvia aca ;1
desciende trueno prendo fuego algo  final ;0
carlos rivera   dia lluvia  version acustica  ft  abel pintos  ;0
hablando con   locos grindr  ambos solos  uno carilindo  otro orto lindo  ambos con ganas hacer algo  lluvia fondo pero ninguno cae invitacion histeriqueo fin    despues enojan cuando ya tardo decidirme    ;0
que onda sol   yo quiero  dias lluvia prometieron ;1
creo unico amor vida sera siempre trueno     cacha bueno flecha ;0
la verdad dormi todo dia maldita lluvia ahora no voy dormir  \U0001f611 ;1
estos dias ciudad fueron  dia sol  noche lluvia ;1
los chocolates di  todas flores convierten hoy dia pesadillas dolores ya yo perdi fe mejores si despues lluvia sale arcoiris pero sin colores ;0
se cebo lluvia eh ;1
estoy falta quedarme libre rendir todo año  pero lluvia no ayuda yo tengo ganas quedarme dormir ;0
    diciembre lluvia estrellas   \u2665  \u2665  \u2665  \u2665   hola recordatorio ;0
ni llueve e ;1
culiada lluvia papuda  ;1
tremenda tormenta  estan moviendo sillas balcon ;1
que abuso como llueve culiado  no como verga voy ir casa ahora ;1
ni lluvia nos paro ;0
personal fest       lorde  mgmt warpaint hicieron olvidar tormenta   ;0
lluvia puta ;1
 suerte aca  santa fe si llueve mucho  \U0001f623 ;1
que ganas estar tomando mates  hablando con  escuchando lluvia callejeros fondo  extrañandote mucho ojuda     ;0
la siesta con tormenta  mejor puede pasar ;1
  con sin lluvia no mal ;0
empece dia apuradas pero escuchando lluvia recibiendo mensajes muy lindos asique ya lindo martes ;1
el saldo  tormenta sobre  colectividades  analizan  extender feria  ;0
abril  oye tengo propuesta hacerte yo  dime abril  abril  semana viene       hay lluvia estrellas abril  y abril  queria preguntar si querias ver conmigo dio \U0001f60d ;0
tantos dias lluvia ni   puto dia dormi acompañada  \U0001f44d ;0
arrancas dia con calor termina con frio viento sumale lluvia tan santa fe duele ;1
 si estas junin  estas viviendo semejante tormenta  creo ninguna edad deja tenerle miedo \U0001f616 \U0001f622 \U0001f624 ;1
tremenda tormenta \U0001f623 ;1
loco empezaron colectividades no recibimos nuestra tormenta donde tormenta ;1
hoy graduo chicos eso llueve ;0
me encantan tormentas  ;0
te amo tormenta lluvia ;0
pueden creer fuimos hasta mitad camino nos volvimos tormenta  tenemos tanta suerte capaz no llueve chota  indignada  \U0001f612  ;1
 dale no llueve no  \U0001f4a3  ;0
 acabo ver imagen esas tipo mapa calor muestran movimiento tormentas sobre mapa viene exactamente desde otro lado yo decia  confirme claramente no tengo ninguna cualidades sol perez ;0
llueve pero no hay ni poquito viento lpm  ;1
che  ese trueno hizo llorar  nada  solo decia  ;1
ahi bajo lluvia tambien participe junto familia  seguimos acompañando  ;0
llueve sigue calor rosario  ideal bailar  salsa  bachata ;1
hoy fue buen dia culmine con suerte lluvia pare hasta llegue puerta casa  despues largo con toda  anda saber porque tantas buenas vibras dia  seguro vienen    años mala suerte ;1
